Natureza,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total,Ano,Cidade,Regiao
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guaraçaí,Araçatuba
ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guaraçaí,Araçatuba
TOTAL DE ROUBO - OUTROS (1),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Guaraçaí,Araçatuba
ROUBO - OUTROS,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Guaraçaí,Araçatuba
ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guaraçaí,Araçatuba
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guaraçaí,Araçatuba
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guaraçaí,Araçatuba
FURTO - OUTROS,4.0,3.0,1.0,...,...,...,...,...,...,...,...,...,8.0,2020,Guaraçaí,Araçatuba
FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guaraçaí,Araçatuba
HOMICÍDIO DOLOSO (2),0.0,0.0,2.0,...,...,...,...,...,...,...,...,...,2.0,2020,Guararapes,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,2.0,...,...,...,...,...,...,...,...,...,2.0,2020,Guararapes,Araçatuba
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guararapes,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guararapes,Araçatuba
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guararapes,Araçatuba
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guararapes,Araçatuba
TENTATIVA DE HOMICÍDIO,0.0,1.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Guararapes,Araçatuba
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guararapes,Araçatuba
LESÃO CORPORAL DOLOSA,11.0,9.0,16.0,...,...,...,...,...,...,...,...,...,36.0,2020,Guararapes,Araçatuba
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11.0,6.0,8.0,...,...,...,...,...,...,...,...,...,25.0,2020,Guararapes,Araçatuba
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guararapes,Araçatuba
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guararapes,Araçatuba
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guararapes,Araçatuba
TOTAL DE ESTUPRO (4),0.0,1.0,4.0,...,...,...,...,...,...,...,...,...,5.0,2020,Guararapes,Araçatuba
ESTUPRO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Guararapes,Araçatuba
ESTUPRO DE VULNERÁVEL,0.0,1.0,3.0,...,...,...,...,...,...,...,...,...,4.0,2020,Guararapes,Araçatuba
TOTAL DE ROUBO - OUTROS (1),0.0,0.0,3.0,...,...,...,...,...,...,...,...,...,3.0,2020,Guararapes,Araçatuba
ROUBO - OUTROS,0.0,0.0,3.0,...,...,...,...,...,...,...,...,...,3.0,2020,Guararapes,Araçatuba
ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guararapes,Araçatuba
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guararapes,Araçatuba
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guararapes,Araçatuba
FURTO - OUTROS,12.0,13.0,9.0,...,...,...,...,...,...,...,...,...,34.0,2020,Guararapes,Araçatuba
FURTO DE VEÍCULO,0.0,2.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Guararapes,Araçatuba
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guzolândia,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guzolândia,Araçatuba
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guzolândia,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guzolândia,Araçatuba
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Guzolândia,Araçatuba
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guzolândia,Araçatuba
TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guzolândia,Araçatuba
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guzolândia,Araçatuba
LESÃO CORPORAL DOLOSA,1.0,2.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,Guzolândia,Araçatuba
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,1.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Guzolândia,Araçatuba
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guzolândia,Araçatuba
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guzolândia,Araçatuba
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guzolândia,Araçatuba
TOTAL DE ESTUPRO (4),1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Guzolândia,Araçatuba
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guzolândia,Araçatuba
ESTUPRO DE VULNERÁVEL,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Guzolândia,Araçatuba
TOTAL DE ROUBO - OUTROS (1),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Guzolândia,Araçatuba
ROUBO - OUTROS,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Guzolândia,Araçatuba
ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guzolândia,Araçatuba
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guzolândia,Araçatuba
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guzolândia,Araçatuba
FURTO - OUTROS,6.0,11.0,5.0,...,...,...,...,...,...,...,...,...,22.0,2020,Guzolândia,Araçatuba
FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Guzolândia,Araçatuba
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ilha Solteira,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ilha Solteira,Araçatuba
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ilha Solteira,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ilha Solteira,Araçatuba
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ilha Solteira,Araçatuba
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ilha Solteira,Araçatuba
TENTATIVA DE HOMICÍDIO,0.0,3.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2020,Ilha Solteira,Araçatuba
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ilha Solteira,Araçatuba
LESÃO CORPORAL DOLOSA,5.0,6.0,10.0,...,...,...,...,...,...,...,...,...,21.0,2020,Ilha Solteira,Araçatuba
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1.0,5.0,2.0,...,...,...,...,...,...,...,...,...,8.0,2020,Ilha Solteira,Araçatuba
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ilha Solteira,Araçatuba
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ilha Solteira,Araçatuba
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ilha Solteira,Araçatuba
TOTAL DE ESTUPRO (4),0.0,1.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Ilha Solteira,Araçatuba
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ilha Solteira,Araçatuba
ESTUPRO DE VULNERÁVEL,0.0,1.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Ilha Solteira,Araçatuba
TOTAL DE ROUBO - OUTROS (1),3.0,1.0,2.0,...,...,...,...,...,...,...,...,...,6.0,2020,Ilha Solteira,Araçatuba
ROUBO - OUTROS,3.0,1.0,2.0,...,...,...,...,...,...,...,...,...,6.0,2020,Ilha Solteira,Araçatuba
ROUBO DE VEÍCULO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Ilha Solteira,Araçatuba
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ilha Solteira,Araçatuba
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ilha Solteira,Araçatuba
FURTO - OUTROS,26.0,18.0,22.0,...,...,...,...,...,...,...,...,...,66.0,2020,Ilha Solteira,Araçatuba
FURTO DE VEÍCULO,1.0,3.0,3.0,...,...,...,...,...,...,...,...,...,7.0,2020,Ilha Solteira,Araçatuba
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
LESÃO CORPORAL DOLOSA,1.0,5.0,0.0,...,...,...,...,...,...,...,...,...,6.0,2020,Itapura,Araçatuba
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
FURTO - OUTROS,2.0,1.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2020,Itapura,Araçatuba
FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itapura,Araçatuba
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
LESÃO CORPORAL DOLOSA,3.0,4.0,0.0,...,...,...,...,...,...,...,...,...,7.0,2020,Lavínia,Araçatuba
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
TOTAL DE ESTUPRO (4),1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Lavínia,Araçatuba
ESTUPRO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Lavínia,Araçatuba
ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
FURTO - OUTROS,4.0,2.0,2.0,...,...,...,...,...,...,...,...,...,8.0,2020,Lavínia,Araçatuba
FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lavínia,Araçatuba
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
LESÃO CORPORAL DOLOSA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
FURTO - OUTROS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Lourdes,Araçatuba
FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lourdes,Araçatuba
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
TENTATIVA DE HOMICÍDIO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Luiziânia,Araçatuba
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
LESÃO CORPORAL DOLOSA,0.0,3.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2020,Luiziânia,Araçatuba
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2.0,0.0,1.0,...,...,...,...,...,...,...,...,...,3.0,2020,Luiziânia,Araçatuba
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
TOTAL DE ROUBO - OUTROS (1),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Luiziânia,Araçatuba
ROUBO - OUTROS,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Luiziânia,Araçatuba
ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
FURTO - OUTROS,0.0,3.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2020,Luiziânia,Araçatuba
FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Luiziânia,Araçatuba
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mirandópolis,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mirandópolis,Araçatuba
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mirandópolis,Araçatuba
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mirandópolis,Araçatuba
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Mirandópolis,Araçatuba
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mirandópolis,Araçatuba
TENTATIVA DE HOMICÍDIO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Mirandópolis,Araçatuba
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mirandópolis,Araçatuba
LESÃO CORPORAL DOLOSA,7.0,7.0,9.0,...,...,...,...,...,...,...,...,...,23.0,2020,Mirandópolis,Araçatuba
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2.0,4.0,1.0,...,...,...,...,...,...,...,...,...,7.0,2020,Mirandópolis,Araçatuba
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mirandópolis,Araçatuba
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mirandópolis,Araçatuba
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mirandópolis,Araçatuba
TOTAL DE ESTUPRO (4),0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Mirandópolis,Araçatuba
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mirandópolis,Araçatuba
ESTUPRO DE VULNERÁVEL,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Mirandópolis,Araçatuba
TOTAL DE ROUBO - OUTROS (1),3.0,1.0,0.0,...,...,...,...,...,...,...,...,...,4.0,2020,Mirandópolis,Araçatuba
ROUBO - OUTROS,3.0,1.0,0.0,...,...,...,...,...,...,...,...,...,4.0,2020,Mirandópolis,Araçatuba
ROUBO DE VEÍCULO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Mirandópolis,Araçatuba
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mirandópolis,Araçatuba
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mirandópolis,Araçatuba
FURTO - OUTROS,16.0,14.0,10.0,...,...,...,...,...,...,...,...,...,40.0,2020,Mirandópolis,Araçatuba
FURTO DE VEÍCULO,1.0,3.0,0.0,...,...,...,...,...,...,...,...,...,4.0,2020,Mirandópolis,Araçatuba
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Murutinga do Sul,Araçatuba
